filename,label,rms_mean,mfcc4_mean,mfcc5_mean,chroma_stft_mean,mfcc3_mean,mfcc6_mean,rolloff_mean,mfcc9_mean,mfcc1_mean,spectral_bandwidth_mean,mfcc7_mean,perceptr_mean,rms_var,perceptr_var,zero_crossing_rate_mean,tempo,mfcc9_var,harmony_var,mfcc10_mean,mfcc14_mean
blues.00002.9.wav,0,0.1879228204488754,26.985929489135746,-10.39716625213623,0.3918114304542541,-29.074377059936523,29.6090087890625,3268.9886944110576,-11.188668251037598,-73.87455749511719,1893.572150696981,-13.392749786376951,6.812942046963144e-06,0.0055159670300781,0.008447109721601,0.0828087439903846,161.4990234375,41.01799774169922,0.0195526145398616,16.09367561340332,4.800168037414551
blues.00003.0.wav,0,0.1400074660778045,25.90138435363769,7.186470031738281,0.3691373765468597,5.623387813568115,9.420235633850098,1635.5295973557693,1.636455535888672,-227.83001708984372,1375.2359186204733,1.0152093172073364,3.36035736836493e-05,0.008827288635075,0.0018712863093242,0.02470703125,63.02400914634146,60.503326416015625,0.0226947981864213,7.864213466644287,-0.5927764177322388
blues.00003.1.wav,0,0.1469817906618118,31.05580711364746,3.904090404510498,0.3915866911411285,-2.419954776763916,9.410855293273926,1851.027268629808,1.972531080245972,-217.48329162597656,1392.2900836730269,0.7728352546691895,-3.47316381521523e-05,0.0070340880192816,0.0023521864786744,0.0319749098557692,63.02400914634146,72.9804916381836,0.0234329104423522,10.456430435180664,0.3787420392036438
blues.00003.2.wav,0,0.1385761201381683,24.852191925048828,4.902826309204102,0.4219943284988403,0.6362586617469788,7.49818754196167,1694.7459059495193,2.5142576694488525,-218.4756774902344,1365.2606911410423,-0.5953383445739746,-2.9069958600302925e-06,0.0071336710825562,0.0023460388183593,0.0280836838942307,63.02400914634146,58.2383918762207,0.0199267826974391,8.62132453918457,-3.3393325805664062
blues.00003.3.wav,0,0.129586324095726,28.599966049194336,-2.5112738609313965,0.4439498484134674,8.39932918548584,16.028757095336914,2395.237567608173,2.247082233428955,-196.7579345703125,1666.2632003396109,-10.953239440917969,4.220760274620261e-06,0.0049239452928304,0.0030455477535724,0.0340745192307692,61.5234375,81.37965393066406,0.0145850516855716,11.266603469848633,1.9774116277694704
blues.00003.4.wav,0,0.1258891820907592,21.716630935668945,1.0380760431289673,0.4007308483123779,2.3720531463623047,16.62343406677246,2733.308856670673,-1.4697694778442385,-196.3744659423828,1739.1740772188332,-11.205074310302734,0.0001383235212415,0.0065671396441757,0.002563081914559,0.039434344951923,95.703125,114.95443725585938,0.0153012787923216,8.1903076171875,2.1144275665283203
blues.00003.5.wav,0,0.152314692735672,30.508054733276367,-0.9504061341285706,0.3967028856277466,10.987048149108888,22.9345817565918,2752.274639423077,-7.097769260406494,-178.89117431640625,1801.8359302545643,-12.255658149719238,-0.0001429981930414,0.0057932552881538,0.0033305918332189,0.0401029146634615,103.359375,121.30268096923828,0.0211114306002855,12.00649070739746,-2.70341157913208
blues.00003.6.wav,0,0.1472420692443847,29.27928924560547,-0.1729036718606948,0.4326378107070923,0.4154545664787292,14.582849502563477,2006.2319711538464,-1.1979330778121948,-193.80828857421875,1575.8264793100204,-3.331410646438598,-0.000170109924511,0.0049369051121175,0.0026379979681223,0.0324819711538461,172.265625,83.34455871582031,0.019962653517723,7.937199592590332,-0.8408482074737549
blues.00003.7.wav,0,0.1451930403709411,27.911752700805664,-2.3590972423553467,0.4100695848464966,5.4113545417785645,15.370380401611328,2130.5448091947114,-3.60294508934021,-194.9409027099609,1657.1336781298755,-4.259034156799316,-0.0001874240988399,0.0059961229562759,0.0024148595985025,0.0310471754807692,63.02400914634146,65.73241424560547,0.0203763730823993,8.31765365600586,-3.0053482055664062
blues.00003.8.wav,0,0.1338052749633789,27.79765892028809,-3.4998703002929688,0.4266719222068786,4.1993184089660645,19.74295234680176,2506.46484375,-2.469429016113281,-186.8235321044922,1718.236593748799,-5.43048095703125,-6.303610280156136e-05,0.0062610479071736,0.0028980844654142,0.0377704326923076,184.5703125,87.67162322998047,0.0153888640925288,9.243282318115234,-3.3613100051879883
blues.00003.9.wav,0,0.1498713493347168,31.57171630859375,1.5847234725952148,0.3872967064380646,9.038322448730469,19.47612762451172,2089.5489032451924,-4.854382038116455,-193.16629028320312,1665.4876632103503,-7.664382934570312,5.6118507927749306e-05,0.0053818388842046,0.0037741016130894,0.0303560697115384,172.265625,85.74425506591797,0.0183112658560276,2.9168381690979004,2.1808173656463623
blues.00004.0.wav,0,0.0804715976119041,27.87055969238281,-33.175350189208984,0.3078879714012146,-42.0088119506836,14.606932640075684,2923.380784254808,-14.507847785949709,-180.588134765625,1577.3025303961604,-28.509979248046875,-2.277549538121093e-05,0.0006566963857039,0.0013948292471468,0.0860088641826923,135.99917763157896,55.543434143066406,0.0038243201561272,3.269733190536499,-2.2767295837402344
blues.00004.1.wav,0,0.1126978397369384,28.00858688354492,-38.89068984985352,0.2970162332057953,-29.329923629760746,18.486557006835938,4544.416879507212,-18.54718017578125,-144.90798950195312,1967.7106901535428,-23.79155921936035,3.4161908843088895e-05,0.0047643580473959,0.0044422014616429,0.1479942908653846,135.99917763157896,225.3296661376953,0.0096615580841898,6.84352970123291,-7.725501537322998
blues.00004.2.wav,0,0.097500704228878,26.154130935668945,-41.74951934814453,0.3443212211132049,-31.846168518066406,15.9983549118042,4234.007474459135,-19.09687042236328,-155.97987365722656,1965.9010806017975,-25.1447868347168,2.602860149636399e-06,0.0036595042329281,0.0024638853501528,0.1077411358173077,129.19921875,178.5843505859375,0.0080152191221714,6.457059860229492,-7.59597635269165
blues.00004.3.wav,0,0.1025481969118118,27.63811492919922,-43.412696838378906,0.2739508748054504,-46.532012939453125,14.629779815673828,3912.997107872596,-13.431466102600098,-142.177490234375,1767.366439903366,-25.498395919799805,-5.254783172858879e-05,0.0015994748100638,0.003367620287463,0.116094501201923,135.99917763157896,169.59780883789062,0.0058462019078433,9.01987361907959,-5.596069812774658
blues.00004.4.wav,0,0.1073099598288536,26.51888465881348,-31.06549072265625,0.27591672539711,-51.90216064453125,15.496750831604004,3368.952448918269,-11.705775260925291,-155.26220703125,1627.7612082836577,-28.09823608398437,-1.323771539318841e-05,0.0022853389382362,0.0037644654512405,0.1081280048076923,135.99917763157896,60.60504150390625,0.0057583125308156,1.3370275497436523,-2.513176441192627
blues.00004.5.wav,0,0.0737868249416351,31.45703887939453,-39.96264266967773,0.3475976288318634,-39.09427261352539,19.065933227539062,4109.446176382212,-17.344715118408203,-164.32937622070312,1919.0026060253967,-26.95679473876953,-3.6545912735164165e-05,0.001395447878167,0.0028525907546281,0.0983060396634615,129.19921875,130.3489532470703,0.0019763715099543,7.007875919342041,-5.137228965759277
blues.00004.6.wav,0,0.0699440017342567,20.88870620727539,-22.83153533935547,0.2810154855251312,-31.803884506225582,9.181096076965332,2536.3628680889424,-11.930273056030272,-212.85983276367188,1548.954870094301,-27.71982192993164,-2.8193777325213887e-05,0.00195377250202,0.0027086664922535,0.06806640625,135.99917763157896,55.44369888305664,0.0025942823849618,1.1787824630737305,-5.9398579597473145
blues.00004.7.wav,0,0.0955153927206993,25.57724952697754,-41.46307373046875,0.3267768323421478,-42.35713195800781,17.095460891723633,3657.497370793269,-15.658082962036133,-151.16241455078125,1791.7821905292028,-30.129682540893555,8.308504220622126e-06,0.0023505021817982,0.0045558069832623,0.0919508713942307,135.99917763157896,91.8667221069336,0.0034629472065716,4.445096015930176,-5.668571472167969
blues.00004.8.wav,0,0.091659165918827,21.925886154174805,-31.27303123474121,0.3055527806282043,-43.98143005371094,9.75644302368164,2839.649752103365,-16.11792755126953,-170.02813720703125,1556.8906128123072,-26.887582778930664,-3.663983443402685e-05,0.0018357132794335,0.0031918145250529,0.0856032151442307,135.99917763157896,67.1301498413086,0.0041322968900203,2.797458410263061,-3.0715079307556152
blues.00004.9.wav,0,0.0832751765847206,29.65143775939941,-43.41958236694336,0.3222529590129852,-41.95104598999024,16.37255859375,3647.5589693509614,-15.328404426574709,-157.66090393066406,1756.3189988773468,-30.6655330657959,-5.3181756811682135e-05,0.0007325582555495,0.0022287415340542,0.0948167067307692,135.99917763157896,124.4499282836914,0.0030549704097211,4.7515788078308105,-5.880695819854736
blues.00005.0.wav,0,0.0744029432535171,33.94541549682617,-18.360010147094727,0.3029578328132629,-7.8688812255859375,10.6126708984375,2285.74951171875,-4.699261665344238,-245.7277069091797,1481.4815455403684,-23.52008056640625,-2.1086712877149694e-05,0.0013490018900483,0.001107042771764,0.0494478665865384,67.99958881578948,91.1701431274414,0.0042630829848349,4.050492286682129,-3.846835374832153
blues.00005.1.wav,0,0.0802932456135749,25.82326889038086,-21.38126373291016,0.3255057632923126,-26.684968948364254,11.369229316711426,2228.9349834735576,-12.565166473388672,-206.62327575683597,1424.9200437153709,-22.63557243347168,-8.895386599760968e-06,0.0009525063214823,0.0009784669382497,0.0577524038461538,67.99958881578948,54.49277114868164,0.0050762151367962,-0.3723526000976562,-9.285700798034668
blues.00005.2.wav,0,0.1567154973745346,43.34026718139648,-43.38910675048828,0.2998642921447754,-25.809345245361328,32.54098129272461,5734.540452223558,-22.714054107666016,-142.11135864257812,2190.240134696321,-32.21921157836914,-2.611854506540112e-05,0.0071080410853028,0.0058209332637488,0.190655048076923,107.666015625,205.85714721679688,0.0189206916838884,7.386342525482178,-10.896594047546388
blues.00005.3.wav,0,0.1248304918408393,37.67634963989258,-35.32785415649414,0.299961119890213,-27.423789978027344,17.92658042907715,3852.5384990985576,-16.67288589477539,-144.13365173339844,1771.906236978915,-28.05004119873047,-1.7108292013290338e-05,0.0033374107442796,0.0028949317056685,0.1211613581730769,112.34714673913044,107.80628204345705,0.0122901946306228,0.4790793657302856,-10.118404388427734
blues.00005.4.wav,0,0.0730347037315368,67.04197692871094,-8.822060585021973,0.323245108127594,-9.10665512084961,28.554256439208984,4750.638709435096,-6.860336780548096,-242.17401123046875,2092.543626658221,-22.908594131469727,-5.083323048893362e-05,0.0044650887139141,0.0017726147780194,0.1147423377403846,112.34714673913044,90.0401382446289,0.0058068688958883,4.966950416564941,-6.913961887359619
blues.00005.5.wav,0,0.0874991565942764,26.41067314147949,-20.234081268310547,0.2865625619888305,-21.82817268371582,12.54123592376709,2068.181340144231,-9.773626327514648,-208.95724487304688,1376.8677205271024,-22.64944648742676,-3.10909999825526e-05,0.0010953719029203,0.0007875003502704,0.0536395733173076,69.83741554054055,52.38663482666016,0.006545313168317,2.0679898262023926,-8.348762512207031
blues.00005.6.wav,0,0.0945033282041549,33.24209213256836,-23.3509464263916,0.2904354035854339,-32.266448974609375,13.500581741333008,2735.959097055289,-13.564413070678713,-172.1543731689453,1597.757044278257,-23.46348762512207,0.0001035359236993,0.0012537621660158,0.0013324356405064,0.0633901742788461,172.265625,93.04278564453124,0.0071270242333412,2.146925449371338,-10.88636589050293
blues.00005.7.wav,0,0.1594936549663543,36.9504508972168,-43.53337097167969,0.3187735676765442,-16.614728927612305,26.352128982543945,5274.723745492788,-23.314111709594727,-104.9658660888672,2190.9966541942968,-32.59391403198242,-0.0001056053733918,0.0101600205525755,0.0114059066399931,0.1374436598557692,107.666015625,224.65133666992188,0.0125526199117302,1.4142861366271973,-10.824538230895996
blues.00005.8.wav,0,0.0854545459151268,34.441383361816406,-34.63633728027344,0.2790665924549103,-37.41902923583984,13.702285766601562,3213.6649263822114,-5.5469584465026855,-191.53810119628903,1668.324867715101,-24.21375274658203,8.252839506894816e-06,0.0004716837138403,0.0010121592786163,0.0787484975961538,107.666015625,42.020538330078125,0.0055046924389898,7.647602081298828,-2.292357444763184
blues.00005.9.wav,0,0.0989889577031135,32.956504821777344,-29.199161529541016,0.315652072429657,-37.28174209594727,10.19373893737793,2593.260216346154,-14.18654441833496,-169.3204345703125,1491.134153175512,-28.698617935180664,-2.9647493647644296e-05,0.0005627835053019,0.0012423057341948,0.064824969951923,172.265625,62.9171142578125,0.0073624900542199,0.1236999481916427,-6.028210639953613
blues.00006.0.wav,0,0.1843196898698806,42.73332977294922,-2.7911808490753174,0.2636453807353973,-47.41375350952149,6.25425386428833,3481.007925180289,-11.914295196533203,-154.5138702392578,1576.8548041076072,-24.81441116333008,-6.558398308698088e-05,0.0101811541244387,0.0088281892240047,0.0847618689903846,71.77734375,142.4680938720703,0.0263638831675052,-7.856189250946045,-13.14199447631836
blues.00006.1.wav,0,0.0630035772919654,35.861114501953125,18.02978134155273,0.2702532708644867,-30.99213409423828,-0.7366450428962708,2385.87890625,-4.592040538787842,-291.20391845703125,1310.0173524761706,-15.770864486694336,-2.4554392439313236e-05,0.0014224272454157,0.0006649864953942,0.0417330228365384,135.99917763157896,66.67304992675781,0.0034224030096083,-5.9942946434021,-8.47945785522461
blues.00006.2.wav,0,0.0922873690724372,26.010269165039062,30.75194549560547,0.2712121903896332,-28.3083610534668,-6.450937747955322,1767.4618765024038,-4.366602897644043,-285.5198974609375,1085.8721885472587,-15.748003959655762,-2.490961560397409e-05,0.0025820925366133,0.0008906250586733,0.0378756009615384,69.83741554054055,44.0518798828125,0.0093836057931184,-7.730270862579346,-4.299704074859619
blues.00006.3.wav,0,0.109638437628746,30.151247024536133,24.752735137939453,0.3151691555976867,-49.79731750488281,-11.215795516967772,1862.290790264423,-5.771163463592529,-239.9072723388672,1031.3054752928429,-20.08254623413086,-5.82343309361022e-05,0.0009035398834384,0.0014747485984116,0.0436598557692307,112.34714673913044,30.902313232421875,0.0097167007625103,-8.282757759094238,-3.30820894241333
blues.00006.4.wav,0,0.1484464704990387,28.209701538085938,-19.57845115661621,0.312468022108078,-17.415292739868164,8.759510040283203,3499.808067908654,-9.33992862701416,-188.76210021972656,1781.726199661409,-13.746052742004396,-2.8039208700647578e-05,0.0152052296325564,0.0160351488739252,0.073583984375,151.99908088235293,208.1859130859375,0.0124415410682559,0.7062829732894897,-12.224444389343262
blues.00006.5.wav,0,0.1362807154655456,41.50250625610352,23.186573028564453,0.2702845335006714,-64.75003051757812,-7.116795539855957,2343.7235201322114,-6.431189060211182,-201.72250366210935,1144.77024587355,-25.392412185668945,-2.767867590591777e-05,0.0041235568933188,0.0031287148594856,0.0805288461538461,198.76802884615384,79.74147033691406,0.0164320673793554,-4.937561511993408,-9.777515411376951
blues.00006.6.wav,0,0.1505681276321411,58.91019821166992,-6.4981231689453125,0.273264616727829,-34.560768127441406,12.74497413635254,3935.19287109375,-11.00653076171875,-179.04388427734375,1779.5902194562914,-29.428606033325195,-3.409660348552279e-05,0.0093106226995587,0.0071865748614072,0.0933856670673076,112.34714673913044,283.90643310546875,0.0181881673634052,0.4372448325157165,-12.568902015686035
blues.00006.7.wav,0,0.1655910760164261,41.50130081176758,21.45969009399414,0.3384060263633728,-65.656494140625,-4.556972980499268,2307.365534855769,-6.146032810211182,-172.12310791015625,1158.5182329999714,-25.9329776763916,-5.23835260537453e-05,0.0063813435845077,0.0047544054687023,0.0799466646634615,129.19921875,84.12394714355469,0.021295266225934,-3.0833451747894287,-11.293587684631348
blues.00006.8.wav,0,0.2181802839040756,38.61686325073242,-13.57632064819336,0.299761950969696,-57.81665802001953,1.3450779914855957,3304.766939603365,-16.567655563354492,-128.2950439453125,1559.2635884571323,-22.7927303314209,9.28099761949852e-05,0.0126517144963145,0.0114846155047416,0.0882023737980769,151.99908088235293,176.31253051757812,0.0335977971553802,2.391304016113281,-13.977368354797363
blues.00006.9.wav,0,0.1473689973354339,49.65748977661133,2.420459508895874,0.3129587471485138,-63.8864631652832,14.449286460876465,3073.3678260216348,-3.750447988510132,-163.0844268798828,1485.9746322261062,-29.248973846435547,-1.66481713677058e-05,0.0074193496257066,0.0054330001585185,0.0984036959134615,75.99954044117646,93.8535385131836,0.018415942788124,-6.281979084014893,-8.805737495422363
blues.00007.0.wav,0,0.0823375284671783,36.97405242919922,1.9191222190856931,0.3876794278621673,-27.456478118896484,23.99347877502441,2951.456768329327,-13.939319610595703,-201.77980041503903,1753.579362410063,-25.911834716796875,-2.219334965047892e-05,0.0015576829900965,0.0020496544893831,0.0529221754807692,89.10290948275862,238.19325256347656,0.003650365397334,0.4176404476165771,-8.463882446289062
blues.00007.1.wav,0,0.1005144864320755,36.68871688842773,8.201980590820312,0.3281025290489197,-21.50046730041504,11.441536903381348,2685.521709735577,-7.883856773376465,-205.00015258789065,1556.4260586125429,-18.030357360839844,8.581017937103752e-06,0.0032949859742075,0.0022554732859134,0.0478853665865384,89.10290948275862,194.08587646484372,0.0081965588033199,-4.864924907684326,-7.169930458068848
