genre,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,tempo,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
blues,0.30396983,0.14278811,1410.0234233871572,1512.3046546445703,2765.967419971723,0.06295882576856149,161.4990234375,-173.81046,137.17355,-23.72303,26.979677,-16.67521,4.1947308,-12.571788,5.851669,-2.8769507,-1.1783808,-1.9682401,1.8011796,-3.0069501,-1.8669492,-0.7912435,-3.0062358,-0.43072954,-1.9965144,-0.750104,-5.0069656
blues,0.36588737,0.06570574,1352.7427099786896,1756.8820972445817,2880.9110920279873,0.043930584759280744,161.4990234375,-287.9319,124.01078,5.4674478,33.66307,1.0916538,14.703699,-4.8811417,8.668892,0.7843315,6.5760803,-4.8758154,-3.1767612,-5.538258,-6.779149,-2.6465132,-2.9903204,-3.3829944,-1.8589838,1.839186,-4.891355
blues,0.26933804,0.118989594,1360.685601396563,1567.2994687681546,2738.8302548578886,0.06909500676720805,92.28515625,-207.2383,132.82741,-15.45408,60.980972,0.71902627,12.4613285,1.163385,-1.5329198,-17.89585,8.360363,-2.459651,-0.5846393,0.37226456,2.5984128,-5.186428,-9.53031,-9.2374735,-2.8471038,-1.4193835,-5.9333534
blues,0.26491034,0.113129914,1324.5278253934111,1827.8501317079445,2711.4849187935033,0.0514017032820959,107.666015625,-209.80392,124.46476,10.309393,47.016357,6.478226,15.41512,-2.0159416,6.7262187,-21.543222,10.720835,-5.5328465,-2.1957276,-3.0491858,8.643512,-0.30701298,-0.63291764,-2.9335587,-1.7062988,-1.7673149,-7.755139
blues,0.32889304,0.066998236,1171.9674317528452,1705.3701298880749,2344.9874700913574,0.045036675850734724,151.99908088235293,-305.66437,113.07102,12.107334,45.052197,17.734386,14.590071,4.147996,0.22631128,-7.021587,13.646477,8.91421,1.3037987,5.954979,8.547473,1.1196221,0.5982412,0.060842562,-3.7137508,-0.9935343,-1.8043832
blues,0.26973152,0.0806058,1420.4385715704166,1731.176852821169,2930.239280470563,0.06370125495456304,99.38401442307692,-238.51962,120.10219,-4.2219477,42.294594,5.923822,13.911398,5.350524,1.8952675,-16.928087,12.343145,3.9388995,-1.3966831,0.013027772,3.585257,-4.500639,-5.539846,-6.8845096,-4.824554,1.7439977,-1.8783106
blues,0.30818358,0.081422575,1455.0726343996485,1826.0433386098866,3010.010388721723,0.06134406117072699,103.359375,-233.77281,120.66434,-3.1640923,39.514828,3.8315241,18.828156,-3.678738,4.4254684,-14.964929,17.571478,1.8461249,2.5500886,-1.2302392,8.437056,-0.2002477,-3.8908293,-4.4561353,0.011000738,1.2948039,-2.0984619
blues,0.30222705,0.09327623,1089.0053437267554,1411.0016369489492,2135.41761075261,0.048326248912412995,161.4990234375,-245.68724,140.48125,-2.7912185,60.404514,18.903513,9.828394,3.563824,0.52286255,-16.378489,6.6293535,7.2584243,-4.021235,1.601125,5.8965745,-3.0172145,-4.7756925,-3.0362885,-1.9979147,-0.049571756,-3.9618294
blues,0.27006894,0.07967066,1537.49138675598,2053.9654116157853,3495.331815998405,0.056141769987432324,83.35433467741936,-252.48178,104.94516,15.296445,42.68784,6.770452,21.611765,-1.3111783,5.6817455,-16.636873,12.16935,-1.9619533,1.9602653,-0.89822775,7.7623606,2.375862,1.7791145,1.3305405,3.6150515,4.9065995,-2.6610513
blues,0.25744554,0.09761591,1195.4981307417586,1481.0226382418614,2235.6144526718385,0.05888603900812065,123.046875,-236.67947,138.4056,-4.9304795,47.6545,5.1578503,8.887806,0.48740557,-3.788342,-14.984866,10.428946,-0.34138432,0.7833588,1.7809838,4.22956,-0.47476938,-6.104543,-5.394643,-1.3449988,-3.7254624,-4.3737106
blues,0.3026832,0.07542555,1390.3828144597217,1911.2183779596783,3006.1467358794953,0.05258634232405259,135.99917763157896,-230.36378,127.07773,7.1146965,39.767056,1.9217218,17.410606,-5.626918,8.2406645,-18.116043,13.844725,-3.7571113,2.579849,-4.3167143,6.797995,-6.1670136,-6.2006335,-4.5018964,-1.8255954,-0.51591,1.5071843
blues,0.32131013,0.1010843,1046.7751265628158,1481.055846630085,1831.2215641313805,0.047907452387857694,99.38401442307692,-264.67126,138.85434,11.16733,48.52393,14.904312,20.586437,3.2061758,1.2635794,-15.839374,15.975112,3.358218,-1.5066409,1.8969209,6.3134995,-0.99598384,-2.4147837,-3.6791573,0.49927184,5.0440598,-0.7863168
blues,0.3066106,0.113379315,1155.8692569677266,1497.9367164922812,2169.63258818518,0.05856995903422274,99.38401442307692,-233.96312,136.14453,3.3066366,48.930626,8.705184,13.989511,5.3627157,0.4101891,-13.483557,16.860369,5.134752,-2.2307272,3.9538214,5.3132124,0.807943,-1.1003898,-4.539631,-2.4259493,3.3244362,-0.6058456
blues,0.28080696,0.1019351,1210.1413909563544,1497.6767028462984,2521.9827390878772,0.052467009860788866,95.703125,-227.2558,137.76518,-14.502318,63.57536,5.6017485,11.988768,1.8891488,-1.8709353,-7.618036,-2.4516425,-2.8980217,-9.433825,-10.939208,3.5636466,4.152738,0.094712116,-2.9802275,-1.3866447,7.5348935,-3.0437849
blues,0.26306966,0.08692267,1120.1665690448087,1448.1227682080862,2324.212009226363,0.04727604770881671,103.359375,-274.37683,130.40738,-6.357468,70.38822,13.269664,9.47218,7.7330894,-1.2365489,-0.5709878,-2.2971628,3.7794154,0.08548222,-0.9368571,2.2968419,4.289634,-1.6617897,-10.439051,-6.7934256,-1.0635625,-1.5890816
blues,0.29094827,0.0891659,1109.3207632048684,1463.110786018259,2243.3167778422276,0.051697390999613305,92.28515625,-249.31532,131.00032,0.67786974,66.704155,17.911272,4.623277,6.603809,1.2421159,1.4099408,-1.5849273,-0.9725388,-3.5726156,-2.9297996,4.5961614,7.480731,-0.1930645,-2.8259156,-2.6829553,0.74113846,-0.52923673
blues,0.27857408,0.07705383,1198.8570181145512,1573.3099536449588,2478.8330644576567,0.05197268646075019,83.35433467741936,-284.64056,108.80131,9.085324,51.198055,18.071894,7.6021533,8.755716,2.3540907,0.0033667993,2.2484963,4.1991243,-3.283063,1.6176822,2.679472,3.3437948,3.2793777,-4.5331836,0.48806825,5.9214964,3.2215705
blues,0.28868246,0.09575479,1392.0263573819868,1494.877563994314,2811.740048578886,0.07241441294470224,95.703125,-228.20981,130.32317,-23.311422,70.20095,1.1310546,7.584427,0.9005106,1.9828155,-6.1644154,-9.382748,-2.56378,-4.5257525,-0.2604645,0.17552163,-1.5229119,1.4664072,-6.979135,-8.328394,4.236806,0.9886392
blues,0.27611074,0.099547915,1115.589479556315,1398.7226588043538,2290.6881593496228,0.04801998743232792,103.359375,-248.98882,139.05774,-16.27087,57.137146,20.188507,10.186956,4.5429106,0.33107176,-7.8745785,-3.4545712,-2.6574361,-2.8329575,-0.90465844,-2.4093254,2.5699363,-5.852057,-12.404833,-7.3133807,-0.93787175,-2.6867251
blues,0.28052026,0.124684155,1648.8848320568998,2190.046420814181,3760.300128697796,0.05289486961040216,129.19921875,-233.72897,101.19028,17.647951,23.734175,2.082544,25.9364,-16.956388,15.084955,-22.273956,4.3816123,-23.201656,-6.05058,-5.0679283,1.0592706,-5.7868657,-8.313065,-11.38215,-6.724382,-10.0169525,-14.028803
blues,0.26335758,0.17000204,1379.023680302829,2003.731133433046,3015.6143507105567,0.039366118039443156,143.5546875,-206.93233,117.80414,23.241365,28.308992,-1.126013,18.867393,-21.973022,17.844067,-25.595348,2.139523,-17.782476,-8.011028,-17.610441,-8.119411,-8.629656,-15.530965,-15.322778,-9.662424,-10.0919695,-17.832165
blues,0.2537176,0.15147567,1330.6062681196108,1973.2623612880411,2898.630603338892,0.04294722484048724,151.99908088235293,-221.87302,110.8554,18.636082,30.92296,3.296436,22.585636,-20.40369,12.121834,-26.332514,-4.367301,-26.395552,-13.04718,-12.667626,-1.8228295,-7.255052,-6.657476,-14.686026,-11.712328,-11.020865,-13.38948
blues,0.2761858,0.10122466,1309.7746511778676,1883.2581499910957,2765.2346582257833,0.03938839846771075,123.046875,-288.7327,105.90115,18.776207,23.682646,5.6820407,25.54894,-13.463247,12.437668,-11.96367,1.5746144,-15.640524,-6.632071,-11.693039,-2.926763,-7.375716,-15.69388,-10.976883,-10.892729,-18.505384,-19.104548
blues,0.26077786,0.13316597,1430.6028401168035,2075.718550228657,3246.1678418648494,0.04197368341550657,151.99908088235293,-238.96988,108.68233,34.158813,30.20716,-0.4982215,27.279755,-21.377928,14.166391,-24.509224,-1.8904003,-28.051817,-11.25711,-16.457558,-7.635429,-12.788069,-15.356443,-13.739163,-7.4004874,-10.083455,-13.290667
blues,0.26217148,0.13590334,1537.076162207255,2157.297066703824,3602.40662612384,0.04570244525812065,129.19921875,-217.18364,105.78522,15.602849,25.24884,-1.4500508,30.19327,-17.716621,17.319042,-27.213606,4.338282,-20.0573,-10.700285,-14.228785,-5.155776,-3.4822617,-6.1949677,-15.323166,-6.8316145,-9.825101,-13.942625
blues,0.28827715,0.1732646,1507.1579852132668,2096.930874321468,3405.5518484447507,0.04541997474381284,129.19921875,-171.79478,120.28173,15.331755,21.094315,-5.3954434,24.185543,-24.130846,18.545134,-22.342924,1.3107387,-20.765268,-4.991692,-17.108126,-7.874078,-15.293675,-9.349588,-8.917147,-8.521505,-14.332618,-19.928354
blues,0.23332669,0.19766894,1247.5800476882744,1907.821245304643,2621.496780289298,0.03690734060808198,151.99908088235293,-200.18538,116.348595,17.990738,25.287697,0.28717074,24.193773,-22.253931,11.182934,-26.854319,-7.637254,-24.876745,-12.010829,-17.024942,-8.125703,-11.95662,-12.614474,-14.187262,-8.2080765,-15.015217,-10.310198
blues,0.24866746,0.06915838,1188.4732077014146,1683.0974004989187,2339.8331573557134,0.048163866130123745,123.046875,-328.56018,102.709816,19.872597,26.714405,7.1520658,22.708387,-6.9570885,12.789707,-10.729283,-0.4425992,-12.386709,-8.909131,-9.215009,-9.087684,-8.995918,-7.6505113,-7.2106442,-9.389374,-4.480266,-3.671359
blues,0.26584658,0.1680172,1514.1569584732365,2140.9924737137476,3451.7991068191704,0.044373172249613305,129.19921875,-192.69032,111.157486,21.351843,26.396648,-0.6495015,23.48705,-25.476698,16.92198,-16.971931,5.785404,-25.736197,-5.0530744,-17.632252,-7.9180593,-15.15891,-12.352484,-17.237364,-7.785286,-13.0390215,-17.93637
blues,0.2553486,0.08582264,1151.3104954192079,1709.532096870437,2312.1797282845127,0.03532089858855375,117.45383522727273,-301.70804,111.53328,21.896053,16.150568,8.198791,22.081917,-8.601798,1.4827532,-17.077759,-8.343712,-17.010778,-10.576027,-15.687029,-12.606835,-12.262773,-14.563126,-10.112008,-5.792038,-7.775544,-7.1875286
blues,0.39795133,0.13481365,2272.4696395362157,2356.7258988358053,5108.157072487674,0.09764303279679042,117.45383522727273,-110.285034,90.71587,-2.5352986,74.0649,-11.763082,39.210945,-13.171311,20.544195,-17.162983,12.8139715,-21.437147,5.957196,-8.026906,4.240609,-16.484732,6.549281,-5.6958103,-3.6384895,-4.8583665,1.8528223
blues,0.38697547,0.12910546,2390.4218131952507,2463.3092400725595,5403.593285509716,0.10226074596384377,129.19921875,-107.203255,88.49289,-4.1719,55.477848,-8.0177145,38.413597,-6.4136605,28.57575,-19.81994,13.244698,-19.248566,12.076122,-4.582267,3.78424,-16.988953,11.621647,-7.3614445,-3.6652524,-7.1768236,1.9731815
blues,0.37769634,0.110940404,2301.576917251487,2367.502276682992,5187.511838837732,0.09782391966357308,89.10290948275862,-159.5804,69.80602,-4.402107,76.845116,3.9148974,45.175888,-4.860274,32.20158,-9.805074,7.809358,-21.826738,9.69575,-2.5847604,3.310845,-14.973026,10.230251,-4.087701,-5.848176,-2.4740317,6.6542916
blues,0.39893433,0.12730543,2155.845202511205,2371.9955859117244,5011.532444079901,0.08717463022041763,129.19921875,-109.1407,100.619644,-8.666454,47.35473,-6.568465,39.617756,-8.521924,29.572609,-16.594837,13.170881,-24.213415,6.5830193,-8.652447,4.930262,-15.440971,1.5342578,-6.7545257,1.4151897,-3.9717412,3.2871606
blues,0.3901175,0.13620916,2279.0311186738,2375.2320904719813,5198.686455463312,0.09252533171403712,135.99917763157896,-109.53125,86.9288,-8.606026,64.480484,-6.302876,43.645935,-8.295385,28.543201,-14.081492,8.137968,-21.48412,11.087112,-5.095304,3.98011,-12.861201,12.336353,0.017295005,-0.7424918,-5.134484,3.2994611
blues,0.4296856,0.14828186,1739.1187836453275,2290.362915581739,4551.058301460992,0.048048310010634185,129.19921875,-163.24342,89.783844,12.974767,80.69835,3.663785,39.734093,-5.409266,26.490929,-13.169032,2.7055442,-20.547697,6.011405,-2.9064913,-0.43132123,-17.537825,4.16445,-5.9858313,-7.8653197,-8.567486,1.8536397
blues,0.38802338,0.10254586,1913.0130744881128,2361.6655249301634,4777.714832420968,0.05845780162412993,123.046875,-182.60481,90.67421,14.124648,67.552986,2.6751468,38.430412,-8.419176,24.123713,-13.794528,4.8405757,-16.67912,5.8271174,-5.1463914,0.1929259,-14.491466,6.862848,-4.4426827,-2.9876113,-4.819629,5.403775
blues,0.33642253,0.11219959,2013.0124614921497,2310.0926354718417,4848.792721777118,0.07532370818832174,151.99908088235293,-149.96422,93.663895,6.347333,71.49793,-8.129108,36.19368,-9.783754,17.647097,-21.112293,-0.13059253,-22.204636,5.426575,-7.464398,-4.3298597,-12.407085,9.623547,-5.024197,-3.7060928,2.3371365,4.1607966
blues,0.37950882,0.123896696,2148.12910424686,2204.082986875012,4672.105545787413,0.09876687270398299,123.046875,-106.39663,102.66919,-20.160872,59.366917,-9.9604225,33.702366,-14.187068,23.52456,-13.328019,16.00551,-18.926493,7.824947,-7.7978344,4.040652,-11.352144,2.0696385,-5.736971,0.46918032,-1.9118732,-3.134414
blues,0.2775931,0.08853809,1318.611850967703,1904.7518033989427,3046.5652076384863,0.039961269818252126,123.046875,-255.96312,110.83974,21.46607,67.558914,4.2955728,43.095005,-4.5027637,10.435257,-8.718684,1.6503065,-20.581207,-2.4358413,-7.146028,-11.169808,-12.609449,2.7359972,-8.942252,-7.9447265,-2.3537965,-0.71453464
blues,0.4010091,0.18228516,1945.2525226826747,2081.763029779175,4174.460398238109,0.08579060022718484,135.99917763157896,-83.02949,107.10441,-25.338032,57.1057,0.0798358,34.69768,-11.060306,20.544292,-11.203026,14.825527,-10.235623,12.548191,-9.764642,2.5628443,-6.2880325,3.006186,-8.714562,-0.33176583,-2.9872,0.7050281
blues,0.39370215,0.19659239,1977.0957176055506,1927.7012074599013,3943.357335774362,0.10660165313225058,99.38401442307692,-55.631004,114.9514,-37.04922,64.900314,-7.1699824,15.256333,-16.247622,18.646315,-9.762152,21.460814,-5.662462,12.79181,-16.540876,3.7969825,-7.9076314,8.472277,-4.0752034,3.2032907,-5.1877713,-1.2790167
blues,0.33900785,0.09884554,1443.7501131951292,1670.6889549892853,3070.6131158461426,0.0671879531612529,151.99908088235293,-225.26271,117.62649,-14.538812,64.79437,12.911809,19.036669,10.670199,9.886924,-2.3937402,11.683764,1.541284,3.0635996,-7.6256146,-8.957072,-4.3462014,-0.06465936,-2.5570843,-3.443867,-3.8725183,1.3121449
blues,0.41244242,0.1682386,2171.395742370527,1954.254739982808,4237.303044790458,0.1328151434406419,103.359375,-76.74659,105.751114,-43.19778,60.959892,-8.785326,21.246374,-12.868538,18.610828,-11.409451,14.548587,-6.0564647,12.733197,-9.375089,1.3552763,-3.620528,7.000211,-4.065216,-0.27187514,-3.706461,-0.49440092
blues,0.45287964,0.20083979,2030.61703868765,1987.1997407316637,4063.222169101653,0.10339893597737819,92.28515625,-57.94168,109.0066,-36.21867,64.044914,1.420157,26.318415,-17.484892,20.425648,-9.550732,18.168364,-6.064984,13.87447,-11.29574,4.6680374,-6.4108768,3.2184381,-8.080516,-1.7162848,-5.4286165,-2.5797899
blues,0.43304598,0.15766303,2031.993384654355,1976.3541224120374,4023.536459088602,0.11311924485208817,135.99917763157896,-98.771095,104.79962,-35.097168,60.695198,-2.8405917,22.22947,-7.831078,19.035414,-11.572287,17.017876,-5.3780265,12.197646,-9.955081,0.35537425,-4.2638063,6.1363654,-4.823618,1.4952294,-1.4962364,3.5054739
blues,0.39099976,0.13775411,1811.548597685105,2052.0015654086774,3927.985992785673,0.07550308451759474,161.4990234375,-145.29242,102.850784,-12.567544,56.993618,2.221108,26.614082,-4.298428,17.341423,-8.016128,15.237472,-6.948761,7.4706593,-10.477943,-2.3457482,-6.792832,2.6741998,-4.7882075,-0.9448771,0.021900835,-2.003514
blues,0.42442203,0.17591807,1886.9577813598778,1913.2410486745828,3828.2471269576567,0.08993966913186388,92.28515625,-92.73328,115.32343,-35.068226,57.875343,1.8522309,26.61314,-14.536868,22.128332,-8.207463,11.016058,-5.6494255,7.278642,-10.204165,1.3267536,-4.1071086,0.9749937,-6.5528083,-0.6891604,-2.1258135,-1.5101182
blues,0.35681704,0.16190661,2068.3321715923803,2033.9588199173693,4231.815658533933,0.10435170751160093,107.666015625,-95.44059,105.23433,-26.953482,60.816486,-4.854668,21.54347,-13.520524,12.13553,-20.231928,12.156194,-5.2262135,10.267819,-9.459799,3.8689911,-10.188684,3.5827923,-3.1101313,0.2006279,0.8418171,-3.4198139
blues,0.40597057,0.169917,2235.5723886035353,2099.799351413852,4389.459355967228,0.1422416527697216,107.666015625,-86.268684,91.95878,-23.41585,68.26197,-3.8848536,22.747063,-9.897946,16.88897,-11.390698,18.429132,-7.012551,10.759532,-11.943846,0.991791,-5.9280124,5.316061,-6.1359916,1.9500208,-5.091172,-0.6716707
blues,0.4308489,0.19617338,1946.448570808695,1979.90414241133,3955.7143633990718,0.09742287195475638,151.99908088235293,-67.761024,111.7113,-34.646255,61.31954,0.044202056,30.561481,-12.693844,21.164927,-13.122508,16.284252,-6.3370166,12.300311,-12.475308,1.677715,-5.1477866,4.648344,-6.9102273,1.054118,-4.730588,-0.6605824
blues,0.4519546,0.14166255,2503.937744726624,2180.4392325135555,5077.364425482164,0.16753371519721577,129.19921875,-82.52998,94.164505,-27.112604,75.65927,-27.521812,35.57727,-20.30349,25.112028,-15.370209,11.353972,-13.391486,8.14732,-8.500546,8.289692,-10.354396,-3.471038,-5.228659,-2.5861728,-8.361181,-6.984574
blues,0.3119012,0.10622777,2280.154186434082,2119.794149626267,4732.98305856656,0.11714180624033256,112.34714673913044,-144.92339,95.732994,-21.616442,49.62627,-29.88752,29.351145,-18.850819,17.902308,-9.670823,5.516722,-9.557408,6.359987,-21.088718,2.4660544,-9.539148,-1.4058187,-9.312422,5.1551495,-8.118464,-2.4402163
blues,0.33038977,0.0962278,2839.8868647531226,2443.9897071310743,5711.47812137471,0.15441054294760248,92.28515625,-129.15756,72.09806,-7.7710886,49.25128,-32.72323,21.60696,-27.37162,15.001658,-10.260744,12.431697,-17.031103,7.1205482,-18.018095,2.9243608,-14.481514,4.0730195,-14.528055,7.258471,-8.21289,-1.9991802
blues,0.3326599,0.11737103,2553.361072844356,2280.187545149397,5148.284104915893,0.14683293153035576,151.99908088235293,-85.13846,88.807526,-16.32557,59.228165,-35.98338,14.397045,-22.296473,9.660774,-14.823983,11.181689,-14.806866,8.475102,-19.587511,6.415234,-13.781304,6.1189365,-13.149335,3.9346714,-7.615674,3.753453
blues,0.29277053,0.10029806,2816.3627739513495,2372.057664485805,5613.737696671984,0.14628196297370458,107.666015625,-118.35662,74.87531,-19.86609,46.944565,-32.559826,23.820112,-26.35521,17.678152,-13.824853,11.931674,-17.888666,7.5392737,-22.89513,4.7638674,-12.789289,5.6152854,-14.7285595,6.676352,-9.173862,-2.2358475
blues,0.37472302,0.11043558,2340.734161210057,2256.391761666109,4972.721052059164,0.12179161832946636,161.4990234375,-116.60201,97.43107,-13.891732,48.967636,-22.59646,27.759014,-20.245163,18.638863,-14.6395855,8.482747,-16.644682,11.017631,-13.866874,9.734925,-5.106766,2.636182,-9.87966,6.151771,-7.694128,-4.8331757
blues,0.3379236,0.12903984,2258.1151496918774,2175.9191964461243,4754.616183747825,0.1127057352088167,161.4990234375,-95.46357,101.38746,-20.677706,48.668915,-30.248262,20.8077,-18.291418,14.138235,-12.79949,13.443616,-14.068502,7.7323503,-19.215456,2.8566134,-9.819336,6.9123664,-11.297558,8.940816,-2.9511456,-0.9717592
blues,0.28943267,0.103048205,2513.345357580177,2345.0210767557146,5246.740637688515,0.13510738411156226,161.4990234375,-113.20137,88.7261,-8.926565,49.474174,-34.579094,15.856429,-17.74022,14.70729,-11.190547,15.368716,-15.0683975,8.74908,-18.629265,5.456196,-9.2695465,8.014036,-9.542045,5.8658543,-4.400539,3.6217515
blues,0.29205313,0.11649022,2371.309053037537,2209.900826494475,5005.187393507105,0.12512877332269914,123.046875,-121.47392,96.09719,-19.590857,48.038452,-38.78463,24.768978,-32.94141,8.102542,-17.818922,6.1178603,-19.995438,6.800339,-19.33321,-0.10917249,-12.25394,-4.92366,-10.414173,-2.0453281,-1.7603426,-3.9544346
blues,0.32279274,0.10609345,2159.3982770102075,2130.1820829529943,4684.512534440255,0.09834769854505027,143.5546875,-133.04897,105.73889,-22.158222,41.830692,-26.992502,19.118574,-26.566029,19.235983,-15.342011,6.989914,-10.814381,6.7986693,-11.726956,4.3977103,-6.0319624,1.9630642,-12.314546,3.256975,-8.806516,-3.3691108
blues,0.30516553,0.12049756,2429.004094153088,2286.7671320519435,5065.090666237674,0.13464138328982986,143.5546875,-89.39791,93.79924,-14.558413,54.38949,-33.50723,19.428232,-19.761513,13.029956,-13.864508,14.617379,-14.972617,10.598986,-18.020245,6.659176,-10.210894,6.535371,-10.852218,3.3251345,-6.184798,3.009296
blues,0.30708113,0.103862695,2594.754688324256,2518.903764680587,5659.768457257831,0.1291906086861949,103.359375,-118.70432,87.64562,6.5529914,45.102318,-38.91159,20.823198,-26.864548,13.807368,-17.236187,5.111261,-15.712021,3.9887707,-27.53658,3.0563986,-15.962014,10.867272,-12.656353,2.818681,-13.342627,-4.367504
blues,0.34204182,0.2596437,2094.77779293329,2158.36187525996,4482.603366081787,0.10054024374033256,99.38401442307692,-30.126768,103.738075,-19.742794,56.41043,-12.707871,20.187708,-17.338877,16.300972,-18.438002,8.925146,-11.655669,11.209243,-8.847433,9.09779,-3.572931,4.3794627,-2.8248992,4.7203135,0.4887798,1.4746345
blues,0.36715597,0.19693075,2515.4635686466004,2531.2236881912695,5770.831822795823,0.12089020507057231,112.34714673913044,-56.005306,87.85133,-1.6130452,41.199356,-5.6183295,27.792627,-23.99084,21.776114,-18.41947,12.326554,-13.7120495,11.851395,-3.974117,7.1018496,-4.469164,5.1157055,-6.6473694,5.869248,-3.7021832,-1.9599462
blues,0.4663816,0.19198641,2224.0145847370186,2254.7335542022447,4700.258585139936,0.10850946200696056,117.45383522727273,-86.491806,92.72617,-15.342206,54.05328,0.8746949,31.574251,-14.615236,23.328945,-14.971667,15.337374,-7.053953,12.179845,-6.0996003,7.03196,-5.805507,7.4373384,-6.083114,3.3929818,-4.2883315,1.2357911
blues,0.3655845,0.2188772,2645.724694727559,2426.1337925289085,5612.422056264501,0.13647177711716937,117.45383522727273,-52.707645,74.45461,-18.709469,56.292683,-3.9566317,31.991102,-16.460794,22.40643,-12.25808,27.22263,-9.23979,7.799893,-10.568794,6.9374247,-9.13117,13.01696,-9.856919,3.691295,-4.9426136,4.4164157
blues,0.4089921,0.24307846,2207.139189553156,2191.577407154986,4658.224706804669,0.11153393573569219,99.38401442307692,-28.989244,104.531006,-30.983423,38.162056,-8.009196,30.894712,-20.60816,25.823612,-12.974684,16.943222,-12.2729435,10.787743,-10.56656,6.8798337,-10.299989,6.9615793,-10.2633505,0.7075954,-6.008073,1.353122
